UserID,Location,Name Hotel,Descriptions
2403,Vũng Tàu,,
3559,Vũng Tàu,,
3948,Vũng Tàu,,
2865,Vũng Tàu,,
4155,Vũng Tàu,,
4845,Vũng Tàu,,
1607,Vũng Tàu,,
1059,Vũng Tàu,,
3592,Vũng Tàu,,
5581,Vũng Tàu,,
6193,Vũng Tàu,,
5276,Vũng Tàu,,
3155,Vũng Tàu,,
3071,Vũng Tàu,,
5815,Vũng Tàu,,
5252,Vũng Tàu,,
490,Vũng Tàu,,
2035,Vũng Tàu,,
6234,Vũng Tàu,,
6155,Vũng Tàu,,
5268,Vũng Tàu,,
4736,Vũng Tàu,,
5635,Vũng Tàu,,
4670,Vũng Tàu,,
662,Đà Nẵng,,
490,Đà Nẵng,,
1557,Đà Nẵng,,
3938,Đà Nẵng,,
4954,Đà Nẵng,,
4846,Đà Nẵng,,
5455,Đà Nẵng,,
6247,Đà Nẵng,,
5291,Đà Nẵng,,
3592,Đà Nẵng,,
3200,Đà Nẵng,,
3212,Đà Nẵng,,
3723,Đà Nẵng,,
3155,Đà Nẵng,,
4168,Đà Nẵng,,
3062,Đà Nẵng,,
6412,Đà Nẵng,,
3948,Đà Nẵng,,
2769,Đà Nẵng,,
1607,Đà Nẵng,,
3617,Đà Nẵng,,
1799,Đà Nẵng,,
1548,Đà Nẵng,,
3294,Đà Nẵng,,
3864,Đà Nẵng,,
4155,Đà Nẵng,,
2865,Đà Nẵng,,
5978,Đà Nẵng,,
6366,Đà Nẵng,,
4688,Đà Nẵng,,
4845,Đà Nẵng,,
2403,Đà Nẵng,,
3614,Đà Nẵng,,
1229,Đà Nẵng,,
3058,Đà Nẵng,,
167,Đà Nẵng,,
5380,Đà Nẵng,,
6186,Đà Nẵng,,
5865,Đà Nẵng,,
6461,Đà Nẵng,,
6191,Đà Nẵng,,
268,Đà Nẵng,,
1982,Đà Nẵng,,
4374,Đà Nẵng,,
1837,Đà Nẵng,,
4670,Đà Nẵng,,
3071,Đà Nẵng,,
5017,Đà Nẵng,,
1881,Đà Nẵng,,
5000,Đà Nẵng,,
5523,Đà Nẵng,,
4019,Đà Nẵng,,
1059,Đà Nẵng,,
6408,Đà Nẵng,,
5276,Đà Nẵng,,
2700,Đà Nẵng,,
4707,Đà Nẵng,,
2928,Đà Nẵng,,
6153,Đà Nẵng,,
6155,Đà Nẵng,,
2469,Đà Nẵng,,
5268,Đà Nẵng,,
946,Đà Nẵng,,
1463,Đà Nẵng,,
3559,Đà Nẵng,,
3633,Đà Nẵng,,
3311,Đà Nẵng,,
2437,Đà Nẵng,,
4266,Đà Nẵng,,
5271,Đà Nẵng,,
2807,Đà Nẵng,,
2790,Đà Nẵng,,
5635,Đà Nẵng,,
611,Đà Nẵng,,
893,Đà Nẵng,,
1334,Đà Nẵng,,
3492,Đà Nẵng,,
6341,Đà Nẵng,,
4781,Đà Nẵng,,
6193,Đà Nẵng,,
2035,Đà Nẵng,,
3656,Đà Nẵng,,
5782,Đà Nẵng,,
478,Đà Nẵng,,
5237,Đà Nẵng,,
5790,Đà Nẵng,,
2975,Đà Nẵng,,
5150,Đà Nẵng,,
3841,Đà Nẵng,,
3477,Đà Nẵng,,
2998,Đà Nẵng,,
3235,Đà Nẵng,,
2934,Đà Nẵng,,
3610,Đà Nẵng,,
3119,Đà Nẵng,,
2983,Đà Nẵng,,
5581,Đà Nẵng,,
2481,Đà Nẵng,,
1399,Đà Nẵng,,
670,Đà Nẵng,,
2143,Đà Nẵng,,
630,Đà Nẵng,,
6051,Đà Nẵng,,
76,Đà Nẵng,,
1546,Đà Nẵng,,
5914,Đà Nẵng,,
2125,Đà Nẵng,,
1229,Phú Quốc,,
1548,Phú Quốc,,
6412,Phú Quốc,,
3212,Phú Quốc,,
490,Phú Quốc,,
2437,Phú Quốc,,
4954,Phú Quốc,,
3155,Phú Quốc,,
5237,Phú Quốc,,
3948,Phú Quốc,,
2769,Phú Quốc,,
1451,Phú Quốc,,
2865,Phú Quốc,,
5017,Phú Quốc,,
1557,Phú Quốc,,
2469,Phú Quốc,,
2035,Phú Quốc,,
1059,Phú Quốc,,
268,Phú Quốc,,
2934,Phú Quốc,,
4846,Phú Quốc,,
1399,Phú Quốc,,
4155,Phú Quốc,,
5978,Phú Quốc,,
6461,Phú Quốc,,
3614,Phú Quốc,,
4845,Phú Quốc,,
1799,Phú Quốc,,
6191,Phú Quốc,,
3071,Phú Quốc,,
5380,Phú Quốc,,
5276,Phú Quốc,,
5405,Phú Quốc,,
3559,Phú Quốc,,
6247,Phú Quốc,,
4168,Phú Quốc,,
1982,Phú Quốc,,
3492,Phú Quốc,,
5455,Phú Quốc,,
3592,Phú Quốc,,
3477,Phú Quốc,,
3938,Phú Quốc,,
3617,Phú Quốc,,
2403,Phú Quốc,,
1334,Phú Quốc,,
1837,Phú Quốc,,
6461,Hội An,,
6191,Hội An,,
1557,Hội An,,
5276,Hội An,,
1229,Hội An,,
3212,Hội An,,
3864,Hội An,,
2697,Hội An,,
6247,Hội An,,
3592,Hội An,,
2865,Hội An,,
3614,Hội An,,
5268,Hội An,,
3656,Hội An,,
6366,Hội An,,
1548,Hội An,,
5271,Hội An,,
6013,Hội An,,
76,Hội An,,
490,Hội An,,
5405,Hội An,,
3492,Hội An,,
4155,Hội An,,
1059,Hội An,,
6341,Hội An,,
3477,Hội An,,
253,Hội An,,
2469,Hội An,,
1837,Hội An,,
5237,Hội An,,
2403,Hội An,,
3071,Hội An,,
3948,Hội An,,
5455,Hội An,,
6153,Hội An,,
3938,Hội An,,
5017,Hội An,,
5380,Hội An,,
1799,Hội An,,
4707,Hội An,,
2119,Hội An,,
5530,Hội An,,
2437,Hội An,,
1451,Hội An,,
5978,Hội An,,
4954,Hội An,,
946,Hội An,,
6412,Hội An,,
3155,Hội An,,
4142,Hội An,,
4845,Hội An,,
1399,Hội An,,
4168,Hội An,,
1607,Hội An,,
67,Hội An,,
416,Hội An,,
5865,Hội An,,
3841,Hội An,,
1982,Hội An,,
3200,Hội An,,
1533,Hội An,,
2035,Hội An,,
845,Hội An,,
3559,Hội An,,
4374,Hội An,,
2143,Hội An,,
2807,Hội An,,
6408,Hội An,,
6428,Hội An,,
838,Hội An,,
3119,Hội An,,
3043,Hội An,,
268,Hội An,,
1334,Hội An,,
2125,Hội An,,
6186,Hội An,,
2894,Hội An,,
4665,Hội An,,
4970,Hội An,,
2983,Nha Trang,,
3864,Nha Trang,,
3656,Nha Trang,,
3058,Nha Trang,,
5017,Nha Trang,,
1607,Nha Trang,,
1548,Nha Trang,,
1229,Nha Trang,,
5268,Nha Trang,,
4954,Nha Trang,,
5276,Nha Trang,,
2469,Nha Trang,,
3492,Nha Trang,,
2035,Nha Trang,,
6191,Nha Trang,,
893,Nha Trang,,
5865,Nha Trang,,
3071,Nha Trang,,
1557,Nha Trang,,
6461,Nha Trang,,
2865,Nha Trang,,
6412,Nha Trang,,
1399,Nha Trang,,
995,Nha Trang,,
5978,Nha Trang,,
2975,Nha Trang,,
3212,Nha Trang,,
3614,Nha Trang,,
1799,Nha Trang,,
4155,Nha Trang,,
2934,Nha Trang,,
5237,Nha Trang,,
4846,Nha Trang,,
3559,Nha Trang,,
4781,Nha Trang,,
5380,Nha Trang,,
3155,Nha Trang,,
4845,Nha Trang,,
3200,Nha Trang,,
4168,Nha Trang,,
6186,Nha Trang,,
2042,Nha Trang,,
1059,Nha Trang,,
6051,Nha Trang,,
3477,Nha Trang,,
1451,Nha Trang,,
5341,Nha Trang,,
4707,Nha Trang,,
2403,Nha Trang,,
3948,Nha Trang,,
3617,Nha Trang,,
6366,Nha Trang,,
1799,Sa Pa,,
4781,Sa Pa,,
6191,Sa Pa,,
6461,Sa Pa,,
4846,Sa Pa,,
2983,Sa Pa,,
3155,Sa Pa,,
5865,Sa Pa,,
5268,Sa Pa,,
4374,Sa Pa,,
1229,Sa Pa,,
5380,Sa Pa,,
1557,Sa Pa,,
2865,Sa Pa,,
6412,Sa Pa,,
1059,Sa Pa,,
1548,Sa Pa,,
3559,Sa Pa,,
4954,Sa Pa,,
2469,Sa Pa,,
6247,Sa Pa,,
3212,Sa Pa,,
3948,Sa Pa,,
3492,Sa Pa,,
4845,Sa Pa,,
5271,Sa Pa,,
5978,Sa Pa,,
3071,Sa Pa,,
4155,Sa Pa,,
1548,Huế,,
4155,Huế,,
3559,Huế,,
2865,Huế,,
1059,Huế,,
6191,Huế,,
6461,Huế,,
2403,Huế,,
1229,Huế,,
1799,Huế,,
1557,Huế,,
5380,Huế,,
3864,Huế,,
4846,Huế,,
4954,Huế,,
3948,Huế,,
1399,Huế,,
6247,Huế,,
4845,Huế,,
6412,Huế,,
5978,Huế,,
3492,Huế,,
3155,Huế,,
4168,Huế,,
3212,Huế,,
